filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
X51005301661.jpg,725096,"{}",3,0,"{""name"":""rect"",""x"":134,""y"":81,""width"":595,""height"":323}","{""info"":""header""}"
X51005301661.jpg,725096,"{}",3,1,"{""name"":""rect"",""x"":76,""y"":469,""width"":380,""height"":45}","{""info"":""date""}"
X51005301661.jpg,725096,"{}",3,2,"{""name"":""rect"",""x"":60,""y"":1178,""width"":560,""height"":45}","{""info"":""total""}"
X51005301667.jpg,911393,"{}",3,0,"{""name"":""rect"",""x"":127,""y"":295,""width"":584,""height"":327}","{""info"":""header""}"
X51005301667.jpg,911393,"{}",3,1,"{""name"":""rect"",""x"":62,""y"":707,""width"":378,""height"":39}","{""info"":""date""}"
X51005301667.jpg,911393,"{}",3,2,"{""name"":""rect"",""x"":46,""y"":1452,""width"":561,""height"":48}","{""info"":""total""}"
X51005303661.jpg,725096,"{}",3,0,"{""name"":""rect"",""x"":137,""y"":87,""width"":572,""height"":261}","{""info"":""header""}"
X51005303661.jpg,725096,"{}",3,1,"{""name"":""rect"",""x"":75,""y"":466,""width"":375,""height"":49}","{""info"":""date""}"
X51005303661.jpg,725096,"{}",3,2,"{""name"":""rect"",""x"":57,""y"":1175,""width"":556,""height"":46}","{""info"":""total""}"
X51005306399.jpg,59235,"{}",3,0,"{""name"":""rect"",""x"":35,""y"":85,""width"":343,""height"":157}","{""info"":""header""}"
X51005306399.jpg,59235,"{}",3,1,"{""name"":""rect"",""x"":36,""y"":663,""width"":113,""height"":49}","{""info"":""date""}"
X51005306399.jpg,59235,"{}",3,2,"{""name"":""rect"",""x"":40,""y"":471,""width"":324,""height"":30}","{""info"":""total""}"
X51005337872.jpg,122032,"{}",3,0,"{""name"":""rect"",""x"":58,""y"":331,""width"":497,""height"":169}","{""info"":""header""}"
X51005337872.jpg,122032,"{}",3,1,"{""name"":""rect"",""x"":365,""y"":556,""width"":230,""height"":32}","{""info"":""date""}"
X51005337872.jpg,122032,"{}",3,2,"{""name"":""rect"",""x"":117,""y"":1177,""width"":467,""height"":42}","{""info"":""total""}"
X51005361883.jpg,511575,"{}",3,0,"{""name"":""rect"",""x"":109,""y"":172,""width"":756,""height"":373}","{""info"":""header""}"
X51005361883.jpg,511575,"{}",3,1,"{""name"":""rect"",""x"":598,""y"":682,""width"":326,""height"":47}","{""info"":""date""}"
X51005361883.jpg,511575,"{}",3,2,"{""name"":""rect"",""x"":68,""y"":1459,""width"":824,""height"":59}","{""info"":""total""}"
X51005361895.jpg,553086,"{}",3,0,"{""name"":""rect"",""x"":236,""y"":83,""width"":498,""height"":377}","{""info"":""header""}"
X51005361895.jpg,553086,"{}",3,1,"{""name"":""rect"",""x"":292,""y"":493,""width"":411,""height"":57}","{""info"":""date""}"
X51005361895.jpg,553086,"{}",3,2,"{""name"":""rect"",""x"":104,""y"":1096,""width"":778,""height"":59}","{""info"":""total""}"
X51005361897.jpg,568761,"{}",3,0,"{""name"":""rect"",""x"":301,""y"":38,""width"":762,""height"":339}","{""info"":""header""}"
X51005361897.jpg,568761,"{}",3,1,"{""name"":""rect"",""x"":794,""y"":516,""width"":324,""height"":58}","{""info"":""date""}"
X51005361897.jpg,568761,"{}",3,2,"{""name"":""rect"",""x"":266,""y"":1159,""width"":820,""height"":58}","{""info"":""total""}"
X51005361898.jpg,615358,"{}",3,0,"{""name"":""rect"",""x"":125,""y"":440,""width"":750,""height"":356}","{""info"":""header""}"
X51005361898.jpg,615358,"{}",3,1,"{""name"":""rect"",""x"":614,""y"":921,""width"":310,""height"":58}","{""info"":""date""}"
X51005361898.jpg,615358,"{}",3,2,"{""name"":""rect"",""x"":78,""y"":1697,""width"":817,""height"":72}","{""info"":""total""}"
X51005361900.jpg,630859,"{}",3,0,"{""name"":""rect"",""x"":721,""y"":545,""width"":736,""height"":362}","{""info"":""header""}"
X51005361900.jpg,630859,"{}",3,1,"{""name"":""rect"",""x"":1196,""y"":1043,""width"":319,""height"":46}","{""info"":""date""}"
X51005361900.jpg,630859,"{}",3,2,"{""name"":""rect"",""x"":675,""y"":1828,""width"":823,""height"":49}","{""info"":""total""}"
X51005361907.jpg,490548,"{}",3,0,"{""name"":""rect"",""x"":950,""y"":239,""width"":496,""height"":257}","{""info"":""header""}"
X51005361907.jpg,490548,"{}",3,1,"{""name"":""rect"",""x"":1257,""y"":581,""width"":212,""height"":35}","{""info"":""date""}"
X51005361907.jpg,490548,"{}",3,2,"{""name"":""rect"",""x"":873,""y"":1572,""width"":547,""height"":58}","{""info"":""total""}"
X51005361946.jpg,1926766,"{}",3,0,"{""name"":""rect"",""x"":811,""y"":371,""width"":500,""height"":234}","{""info"":""header""}"
X51005361946.jpg,1926766,"{}",3,1,"{""name"":""rect"",""x"":796,""y"":1182,""width"":203,""height"":31}","{""info"":""date""}"
X51005361946.jpg,1926766,"{}",3,2,"{""name"":""rect"",""x"":796,""y"":952,""width"":562,""height"":31}","{""info"":""total""}"
X51005361950.jpg,536846,"{}",3,0,"{""name"":""rect"",""x"":186,""y"":184,""width"":539,""height"":362}","{""info"":""header""}"
X51005361950.jpg,536846,"{}",3,1,"{""name"":""rect"",""x"":668,""y"":604,""width"":147,""height"":48}","{""info"":""date""}"
X51005361950.jpg,536846,"{}",3,2,"{""name"":""rect"",""x"":94,""y"":833,""width"":687,""height"":65}","{""info"":""total""}"
X51005365179.jpg,224451,"{}",3,0,"{""name"":""rect"",""x"":88,""y"":151,""width"":577,""height"":260}","{""info"":""header""}"
X51005365179.jpg,224451,"{}",3,1,"{""name"":""rect"",""x"":48,""y"":467,""width"":467,""height"":27}","{""info"":""date""}"
X51005365179.jpg,224451,"{}",3,2,"{""name"":""rect"",""x"":117,""y"":929,""width"":510,""height"":34}","{""info"":""total""}"
X51005433492.jpg,136662,"{}",3,0,"{""name"":""rect"",""x"":345,""y"":352,""width"":311,""height"":106}","{""info"":""header""}"
X51005433492.jpg,136662,"{}",3,1,"{""name"":""rect"",""x"":444,""y"":375,""width"":110,""height"":18}","{""info"":""date""}"
X51005433492.jpg,136662,"{}",3,2,"{""name"":""rect"",""x"":555,""y"":644,""width"":101,""height"":18}","{""info"":""total""}"
X51005433494.jpg,194710,"{}",3,0,"{""name"":""rect"",""x"":366,""y"":262,""width"":234,""height"":181}","{""info"":""header""}"
X51005433494.jpg,194710,"{}",3,1,"{""name"":""rect"",""x"":308,""y"":719,""width"":129,""height"":19}","{""info"":""date""}"
X51005433494.jpg,194710,"{}",3,2,"{""name"":""rect"",""x"":307,""y"":566,""width"":313,""height"":21}","{""info"":""total""}"
X51005433514.jpg,135940,"{}",3,0,"{""name"":""rect"",""x"":291,""y"":293,""width"":309,""height"":123}","{""info"":""header""}"
X51005433514.jpg,135940,"{}",3,1,"{""name"":""rect"",""x"":395,""y"":316,""width"":111,""height"":13}","{""info"":""date""}"
X51005433514.jpg,135940,"{}",3,2,"{""name"":""rect"",""x"":510,""y"":584,""width"":95,""height"":15}","{""info"":""total""}"
X51005433522.jpg,149627,"{}",3,0,"{""name"":""rect"",""x"":323,""y"":336,""width"":311,""height"":118}","{""info"":""header""}"
X51005433522.jpg,149627,"{}",3,1,"{""name"":""rect"",""x"":430,""y"":353,""width"":107,""height"":16}","{""info"":""date""}"
X51005433522.jpg,149627,"{}",3,2,"{""name"":""rect"",""x"":542,""y"":624,""width"":97,""height"":16}","{""info"":""total""}"
X51005433533.jpg,340730,"{}",3,0,"{""name"":""rect"",""x"":407,""y"":170,""width"":290,""height"":182}","{""info"":""header""}"
X51005433533.jpg,340730,"{}",3,1,"{""name"":""rect"",""x"":602,""y"":414,""width"":117,""height"":15}","{""info"":""date""}"
X51005433533.jpg,340730,"{}",3,2,"{""name"":""rect"",""x"":535,""y"":1144,""width"":199,""height"":18}","{""info"":""total""}"
X51005433538.jpg,133776,"{}",3,0,"{""name"":""rect"",""x"":365,""y"":325,""width"":310,""height"":121}","{""info"":""header""}"
X51005433538.jpg,133776,"{}",3,1,"{""name"":""rect"",""x"":470,""y"":343,""width"":108,""height"":14}","{""info"":""date""}"
X51005433538.jpg,133776,"{}",3,2,"{""name"":""rect"",""x"":588,""y"":610,""width"":96,""height"":15}","{""info"":""total""}"
X51005433541.jpg,133518,"{}",3,0,"{""name"":""rect"",""x"":335,""y"":334,""width"":309,""height"":122}","{""info"":""header""}"
X51005433541.jpg,133518,"{}",3,1,"{""name"":""rect"",""x"":442,""y"":356,""width"":107,""height"":14}","{""info"":""date""}"
X51005433541.jpg,133518,"{}",3,2,"{""name"":""rect"",""x"":557,""y"":624,""width"":96,""height"":15}","{""info"":""total""}"
X51005433552.jpg,173961,"{}",3,0,"{""name"":""rect"",""x"":355,""y"":231,""width"":321,""height"":285}","{""info"":""header""}"
X51005433552.jpg,173961,"{}",3,1,"{""name"":""rect"",""x"":354,""y"":525,""width"":177,""height"":19}","{""info"":""date""}"
X51005433552.jpg,173961,"{}",3,2,"{""name"":""rect"",""x"":348,""y"":908,""width"":332,""height"":52}","{""info"":""total""}"
X51005433553.jpg,185969,"{}",3,0,"{""name"":""rect"",""x"":378,""y"":250,""width"":240,""height"":171}","{""info"":""header""}"
X51005433553.jpg,185969,"{}",3,1,"{""name"":""rect"",""x"":480,""y"":436,""width"":152,""height"":17}","{""info"":""date""}"
X51005433553.jpg,185969,"{}",3,2,"{""name"":""rect"",""x"":312,""y"":774,""width"":314,""height"":37}","{""info"":""total""}"
X51005441398.jpg,241253,"{}",3,0,"{""name"":""rect"",""x"":49,""y"":266,""width"":491,""height"":346}","{""info"":""header""}"
X51005441398.jpg,241253,"{}",3,1,"{""name"":""rect"",""x"":51,""y"":736,""width"":470,""height"":31}","{""info"":""date""}"
X51005441398.jpg,241253,"{}",3,2,"{""name"":""rect"",""x"":92,""y"":1299,""width"":388,""height"":26}","{""info"":""total""}"
X51005441401.jpg,168659,"{}",3,0,"{""name"":""rect"",""x"":61,""y"":163,""width"":328,""height"":159}","{""info"":""header""}"
X51005441401.jpg,168659,"{}",3,1,"{""name"":""rect"",""x"":15,""y"":481,""width"":373,""height"":30}","{""info"":""date""}"
X51005441401.jpg,168659,"{}",3,2,"{""name"":""rect"",""x"":43,""y"":815,""width"":462,""height"":49}","{""info"":""total""}"
X51005441402.jpg,184383,"{}",3,0,"{""name"":""rect"",""x"":61,""y"":163,""width"":328,""height"":159}","{""info"":""header""}"
X51005441402.jpg,184383,"{}",3,1,"{""name"":""rect"",""x"":15,""y"":504,""width"":373,""height"":30}","{""info"":""date""}"
X51005441402.jpg,184383,"{}",3,2,"{""name"":""rect"",""x"":43,""y"":788,""width"":462,""height"":46}","{""info"":""total""}"
X51005441407.jpg,227326,"{}",3,0,"{""name"":""rect"",""x"":33,""y"":107,""width"":496,""height"":311}","{""info"":""header""}"
X51005441407.jpg,227326,"{}",3,1,"{""name"":""rect"",""x"":10,""y"":503,""width"":334,""height"":24}","{""info"":""date""}"
X51005441407.jpg,227326,"{}",3,2,"{""name"":""rect"",""x"":63,""y"":829,""width"":512,""height"":50}","{""info"":""total""}"
X51005441408.jpg,215603,"{}",3,0,"{""name"":""rect"",""x"":56,""y"":159,""width"":482,""height"":185}","{""info"":""header""}"
X51005441408.jpg,215603,"{}",3,1,"{""name"":""rect"",""x"":20,""y"":562,""width"":384,""height"":30}","{""info"":""date""}"
X51005441408.jpg,215603,"{}",3,2,"{""name"":""rect"",""x"":19,""y"":949,""width"":543,""height"":62}","{""info"":""total""}"
X51005442327.jpg,142357,"{}",3,0,"{""name"":""rect"",""x"":323,""y"":339,""width"":311,""height"":125}","{""info"":""header""}"
X51005442327.jpg,142357,"{}",3,1,"{""name"":""rect"",""x"":430,""y"":358,""width"":107,""height"":19}","{""info"":""date""}"
X51005442327.jpg,142357,"{}",3,2,"{""name"":""rect"",""x"":526,""y"":638,""width"":118,""height"":17}","{""info"":""total""}"
X51005442333.jpg,142101,"{}",3,0,"{""name"":""rect"",""x"":331,""y"":412,""width"":311,""height"":128}","{""info"":""header""}"
X51005442333.jpg,142101,"{}",3,1,"{""name"":""rect"",""x"":440,""y"":432,""width"":111,""height"":16}","{""info"":""date""}"
X51005442333.jpg,142101,"{}",3,2,"{""name"":""rect"",""x"":542,""y"":711,""width"":121,""height"":16}","{""info"":""total""}"
X51005442338.jpg,192042,"{}",3,0,"{""name"":""rect"",""x"":419,""y"":277,""width"":190,""height"":133}","{""info"":""header""}"
X51005442338.jpg,192042,"{}",3,1,"{""name"":""rect"",""x"":577,""y"":422,""width"":65,""height"":22}","{""info"":""date""}"
X51005442338.jpg,192042,"{}",3,2,"{""name"":""rect"",""x"":319,""y"":673,""width"":328,""height"":38}","{""info"":""total""}"
X51005442341.jpg,80789,"{}",3,0,"{""name"":""rect"",""x"":333,""y"":388,""width"":191,""height"":117}","{""info"":""header""}"
X51005442341.jpg,80789,"{}",3,1,"{""name"":""rect"",""x"":332,""y"":521,""width"":127,""height"":22}","{""info"":""date""}"
X51005442341.jpg,80789,"{}",3,2,"{""name"":""rect"",""x"":340,""y"":655,""width"":165,""height"":25}","{""info"":""total""}"
X51005442344.jpg,206635,"{}",3,0,"{""name"":""rect"",""x"":374,""y"":281,""width"":329,""height"":225}","{""info"":""header""}"
X51005442344.jpg,206635,"{}",3,1,"{""name"":""rect"",""x"":600,""y"":505,""width"":129,""height"":22}","{""info"":""date""}"
X51005442344.jpg,206635,"{}",3,2,"{""name"":""rect"",""x"":397,""y"":837,""width"":301,""height"":28}","{""info"":""total""}"
X51005442346.jpg,205603,"{}",3,0,"{""name"":""rect"",""x"":385,""y"":292,""width"":300,""height"":182}","{""info"":""header""}"
X51005442346.jpg,205603,"{}",3,1,"{""name"":""rect"",""x"":579,""y"":536,""width"":116,""height"":16}","{""info"":""date""}"
X51005442346.jpg,205603,"{}",3,2,"{""name"":""rect"",""x"":498,""y"":811,""width"":201,""height"":20}","{""info"":""total""}"
X51005442361.jpg,208169,"{}",3,0,"{""name"":""rect"",""x"":349,""y"":279,""width"":385,""height"":251}","{""info"":""header""}"
X51005442361.jpg,208169,"{}",3,1,"{""name"":""rect"",""x"":357,""y"":565,""width"":132,""height"":19}","{""info"":""date""}"
X51005442361.jpg,208169,"{}",3,2,"{""name"":""rect"",""x"":481,""y"":905,""width"":262,""height"":31}","{""info"":""total""}"
X51005442376.jpg,137085,"{}",3,0,"{""name"":""rect"",""x"":361,""y"":314,""width"":310,""height"":125}","{""info"":""header""}"
X51005442376.jpg,137085,"{}",3,1,"{""name"":""rect"",""x"":465,""y"":333,""width"":109,""height"":16}","{""info"":""date""}"
X51005442376.jpg,137085,"{}",3,2,"{""name"":""rect"",""x"":580,""y"":597,""width"":104,""height"":18}","{""info"":""total""}"
X51005442378.jpg,382712,"{}",3,0,"{""name"":""rect"",""x"":330,""y"":355,""width"":345,""height"":178}","{""info"":""header""}"
X51005442378.jpg,382712,"{}",3,1,"{""name"":""rect"",""x"":333,""y"":845,""width"":157,""height"":16}","{""info"":""date""}"
X51005442378.jpg,382712,"{}",3,2,"{""name"":""rect"",""x"":326,""y"":645,""width"":338,""height"":25}","{""info"":""total""}"
X51005442379.jpg,135566,"{}",3,0,"{""name"":""rect"",""x"":346,""y"":315,""width"":310,""height"":125}","{""info"":""header""}"
X51005442379.jpg,135566,"{}",3,1,"{""name"":""rect"",""x"":452,""y"":335,""width"":109,""height"":16}","{""info"":""date""}"
X51005442379.jpg,135566,"{}",3,2,"{""name"":""rect"",""x"":563,""y"":605,""width"":104,""height"":18}","{""info"":""total""}"
X51005442383.jpg,192221,"{}",3,0,"{""name"":""rect"",""x"":344,""y"":311,""width"":370,""height"":146}","{""info"":""header""}"
X51005442383.jpg,192221,"{}",3,1,"{""name"":""rect"",""x"":563,""y"":512,""width"":153,""height"":20}","{""info"":""date""}"
X51005442383.jpg,192221,"{}",3,2,"{""name"":""rect"",""x"":385,""y"":825,""width"":315,""height"":25}","{""info"":""total""}"
X51005442384.jpg,134073,"{}",3,0,"{""name"":""rect"",""x"":353,""y"":352,""width"":310,""height"":125}","{""info"":""header""}"
X51005442384.jpg,134073,"{}",3,1,"{""name"":""rect"",""x"":462,""y"":373,""width"":109,""height"":16}","{""info"":""date""}"
X51005442384.jpg,134073,"{}",3,2,"{""name"":""rect"",""x"":573,""y"":640,""width"":104,""height"":18}","{""info"":""total""}"
X51005442386.jpg,135857,"{}",3,0,"{""name"":""rect"",""x"":359,""y"":344,""width"":310,""height"":125}","{""info"":""header""}"
X51005442386.jpg,135857,"{}",3,1,"{""name"":""rect"",""x"":467,""y"":365,""width"":109,""height"":16}","{""info"":""date""}"
X51005442386.jpg,135857,"{}",3,2,"{""name"":""rect"",""x"":578,""y"":633,""width"":104,""height"":18}","{""info"":""total""}"
X51005442392.jpg,137298,"{}",3,0,"{""name"":""rect"",""x"":351,""y"":354,""width"":310,""height"":125}","{""info"":""header""}"
X51005442392.jpg,137298,"{}",3,1,"{""name"":""rect"",""x"":456,""y"":371,""width"":109,""height"":16}","{""info"":""date""}"
X51005442392.jpg,137298,"{}",3,2,"{""name"":""rect"",""x"":569,""y"":593,""width"":104,""height"":18}","{""info"":""total""}"
X51005442394.jpg,142170,"{}",3,0,"{""name"":""rect"",""x"":332,""y"":313,""width"":310,""height"":125}","{""info"":""header""}"
X51005442394.jpg,142170,"{}",3,1,"{""name"":""rect"",""x"":440,""y"":333,""width"":109,""height"":16}","{""info"":""date""}"
X51005442394.jpg,142170,"{}",3,2,"{""name"":""rect"",""x"":553,""y"":601,""width"":104,""height"":18}","{""info"":""total""}"
X51005442397.jpg,127488,"{}",3,0,"{""name"":""rect"",""x"":339,""y"":444,""width"":360,""height"":135}","{""info"":""header""}"
X51005442397.jpg,127488,"{}",3,1,"{""name"":""rect"",""x"":415,""y"":517,""width"":211,""height"":16}","{""info"":""date""}"
X51005442397.jpg,127488,"{}",3,2,"{""name"":""rect"",""x"":355,""y"":753,""width"":274,""height"":22}","{""info"":""total""}"
X51005444033.jpg,312597,"{}",3,0,"{""name"":""rect"",""x"":66,""y"":448,""width"":624,""height"":253}","{""info"":""header""}"
X51005444033.jpg,312597,"{}",3,1,"{""name"":""rect"",""x"":595,""y"":727,""width"":134,""height"":77}","{""info"":""date""}"
X51005444033.jpg,312597,"{}",3,2,"{""name"":""rect"",""x"":449,""y"":1127,""width"":276,""height"":37}","{""info"":""total""}"
X51005444037.jpg,266375,"{}",3,0,"{""name"":""rect"",""x"":40,""y"":481,""width"":654,""height"":410}","{""info"":""header""}"
X51005444037.jpg,266375,"{}",3,1,"{""name"":""rect"",""x"":200,""y"":1016,""width"":329,""height"":45}","{""info"":""date""}"
X51005444037.jpg,266375,"{}",3,2,"{""name"":""rect"",""x"":64,""y"":1645,""width"":561,""height"":77}","{""info"":""total""}"
X51005444045.jpg,195940,"{}",3,0,"{""name"":""rect"",""x"":123,""y"":268,""width"":464,""height"":352}","{""info"":""header""}"
X51005444045.jpg,195940,"{}",3,1,"{""name"":""rect"",""x"":530,""y"":665,""width"":135,""height"":40}","{""info"":""date""}"
X51005444045.jpg,195940,"{}",3,2,"{""name"":""rect"",""x"":54,""y"":825,""width"":578,""height"":41}","{""info"":""total""}"
X51005447832.jpg,190863,"{}",3,0,"{""name"":""rect"",""x"":38,""y"":196,""width"":522,""height"":322}","{""info"":""header""}"
X51005447832.jpg,190863,"{}",3,1,"{""name"":""rect"",""x"":36,""y"":1146,""width"":282,""height"":78}","{""info"":""date""}"
X51005447832.jpg,190863,"{}",3,2,"{""name"":""rect"",""x"":38,""y"":749,""width"":490,""height"":41}","{""info"":""total""}"
X51005447833.jpg,182686,"{}",3,0,"{""name"":""rect"",""x"":51,""y"":245,""width"":424,""height"":268}","{""info"":""header""}"
X51005447833.jpg,182686,"{}",3,1,"{""name"":""rect"",""x"":49,""y"":1142,""width"":285,""height"":77}","{""info"":""date""}"
X51005447833.jpg,182686,"{}",3,2,"{""name"":""rect"",""x"":52,""y"":749,""width"":503,""height"":43}","{""info"":""total""}"
X51005447839.jpg,175152,"{}",3,0,"{""name"":""rect"",""x"":198,""y"":160,""width"":514,""height"":364}","{""info"":""header""}"
X51005447839.jpg,175152,"{}",3,1,"{""name"":""rect"",""x"":33,""y"":667,""width"":505,""height"":53}","{""info"":""date""}"
X51005447839.jpg,175152,"{}",3,2,"{""name"":""rect"",""x"":104,""y"":1584,""width"":778,""height"":98}","{""info"":""total""}"
X51005447840.jpg,350636,"{}",3,0,"{""name"":""rect"",""x"":97,""y"":172,""width"":769,""height"":385}","{""info"":""header""}"
X51005447840.jpg,350636,"{}",3,1,"{""name"":""rect"",""x"":274,""y"":572,""width"":408,""height"":51}","{""info"":""date""}"
X51005447840.jpg,350636,"{}",3,2,"{""name"":""rect"",""x"":82,""y"":1505,""width"":803,""height"":52}","{""info"":""total""}"
X51005447848.jpg,160867,"{}",3,0,"{""name"":""rect"",""x"":140,""y"":177,""width"":671,""height"":345}","{""info"":""header""}"
X51005447848.jpg,160867,"{}",3,1,"{""name"":""rect"",""x"":108,""y"":643,""width"":551,""height"":39}","{""info"":""date""}"
X51005447848.jpg,160867,"{}",3,2,"{""name"":""rect"",""x"":333,""y"":1623,""width"":522,""height"":54}","{""info"":""total""}"
